age,gender,province,education,n
70,Male,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
70,Male,Alberta,"College, CEGEP or other non-university certificate or diploma",4
70,Male,Alberta,High school diploma or a high school equivalency certificate,2
70,Male,Alberta,Less than high school diploma or its equivalent,1
70,Male,Alberta,"University certificate, diploma or degree above the bachelor level",1
70,Male,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
70,Male,British Columbia,"College, CEGEP or other non-university certificate or diploma",7
70,Male,British Columbia,High school diploma or a high school equivalency certificate,6
70,Male,British Columbia,Less than high school diploma or its equivalent,2
70,Male,British Columbia,"University certificate, diploma or degree above the bachelor level",3
70,Male,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
70,Male,Manitoba,"College, CEGEP or other non-university certificate or diploma",1
70,Male,Manitoba,High school diploma or a high school equivalency certificate,5
70,Male,Manitoba,Less than high school diploma or its equivalent,2
70,Male,Manitoba,University certificate or diploma below the bachelor level,2
70,Male,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
70,Male,New Brunswick,"College, CEGEP or other non-university certificate or diploma",3
70,Male,New Brunswick,High school diploma or a high school equivalency certificate,3
70,Male,New Brunswick,Less than high school diploma or its equivalent,6
70,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",4
70,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,1
70,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,3
70,Male,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
70,Male,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",2
70,Male,Nova Scotia,High school diploma or a high school equivalency certificate,3
70,Male,Nova Scotia,Less than high school diploma or its equivalent,3
70,Male,Nova Scotia,"University certificate, diploma or degree above the bachelor level",4
70,Male,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",12
70,Male,Ontario,"College, CEGEP or other non-university certificate or diploma",14
70,Male,Ontario,High school diploma or a high school equivalency certificate,13
70,Male,Ontario,Less than high school diploma or its equivalent,9
70,Male,Ontario,University certificate or diploma below the bachelor level,3
70,Male,Ontario,"University certificate, diploma or degree above the bachelor level",5
70,Male,Prince Edward Island,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
70,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",1
70,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,1
70,Male,Prince Edward Island,Less than high school diploma or its equivalent,1
70,Male,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
70,Male,Quebec,"College, CEGEP or other non-university certificate or diploma",5
70,Male,Quebec,High school diploma or a high school equivalency certificate,5
70,Male,Quebec,Less than high school diploma or its equivalent,11
70,Male,Quebec,University certificate or diploma below the bachelor level,2
70,Male,Quebec,"University certificate, diploma or degree above the bachelor level",1
70,Male,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",3
70,Male,Saskatchewan,High school diploma or a high school equivalency certificate,2
70,Male,Saskatchewan,Less than high school diploma or its equivalent,4
71,Female,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
71,Female,Alberta,"College, CEGEP or other non-university certificate or diploma",1
71,Female,Alberta,High school diploma or a high school equivalency certificate,2
71,Female,Alberta,Less than high school diploma or its equivalent,2
71,Female,Alberta,"University certificate, diploma or degree above the bachelor level",2
71,Female,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
71,Female,British Columbia,"College, CEGEP or other non-university certificate or diploma",7
71,Female,British Columbia,High school diploma or a high school equivalency certificate,4
71,Female,British Columbia,Less than high school diploma or its equivalent,6
71,Female,British Columbia,University certificate or diploma below the bachelor level,1
71,Female,British Columbia,"University certificate, diploma or degree above the bachelor level",3
71,Female,Manitoba,"College, CEGEP or other non-university certificate or diploma",3
71,Female,Manitoba,High school diploma or a high school equivalency certificate,1
71,Female,Manitoba,Less than high school diploma or its equivalent,1
71,Female,Manitoba,University certificate or diploma below the bachelor level,2
71,Female,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
71,Female,New Brunswick,"College, CEGEP or other non-university certificate or diploma",3
71,Female,New Brunswick,High school diploma or a high school equivalency certificate,1
71,Female,New Brunswick,Less than high school diploma or its equivalent,5
71,Female,New Brunswick,"University certificate, diploma or degree above the bachelor level",2
71,Female,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
71,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",2
71,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,2
71,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,7
71,Female,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
71,Female,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",3
71,Female,Nova Scotia,High school diploma or a high school equivalency certificate,4
71,Female,Nova Scotia,Less than high school diploma or its equivalent,4
71,Female,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",11
71,Female,Ontario,"College, CEGEP or other non-university certificate or diploma",9
71,Female,Ontario,High school diploma or a high school equivalency certificate,14
71,Female,Ontario,Less than high school diploma or its equivalent,9
71,Female,Ontario,University certificate or diploma below the bachelor level,1
71,Female,Ontario,"University certificate, diploma or degree above the bachelor level",2
71,Female,Prince Edward Island,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
71,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",3
71,Female,Prince Edward Island,Less than high school diploma or its equivalent,3
71,Female,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",7
71,Female,Quebec,"College, CEGEP or other non-university certificate or diploma",3
71,Female,Quebec,High school diploma or a high school equivalency certificate,7
71,Female,Quebec,Less than high school diploma or its equivalent,13
71,Female,Quebec,University certificate or diploma below the bachelor level,4
71,Female,Quebec,"University certificate, diploma or degree above the bachelor level",4
71,Female,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
71,Female,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",2
71,Female,Saskatchewan,High school diploma or a high school equivalency certificate,1
71,Female,Saskatchewan,Less than high school diploma or its equivalent,4
71,Male,Alberta,"College, CEGEP or other non-university certificate or diploma",1
71,Male,Alberta,High school diploma or a high school equivalency certificate,1
71,Male,Alberta,Less than high school diploma or its equivalent,2
71,Male,Alberta,University certificate or diploma below the bachelor level,1
71,Male,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
71,Male,British Columbia,"College, CEGEP or other non-university certificate or diploma",3
71,Male,British Columbia,High school diploma or a high school equivalency certificate,5
71,Male,British Columbia,Less than high school diploma or its equivalent,4
71,Male,British Columbia,University certificate or diploma below the bachelor level,1
71,Male,British Columbia,"University certificate, diploma or degree above the bachelor level",6
71,Male,Manitoba,"College, CEGEP or other non-university certificate or diploma",1
71,Male,Manitoba,Less than high school diploma or its equivalent,4
71,Male,Manitoba,"University certificate, diploma or degree above the bachelor level",1
71,Male,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
71,Male,New Brunswick,"College, CEGEP or other non-university certificate or diploma",2
71,Male,New Brunswick,High school diploma or a high school equivalency certificate,5
71,Male,New Brunswick,Less than high school diploma or its equivalent,4
71,Male,New Brunswick,"University certificate, diploma or degree above the bachelor level",1
71,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",5
71,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,4
71,Male,Newfoundland and Labrador,University certificate or diploma below the bachelor level,1
71,Male,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
71,Male,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",6
71,Male,Nova Scotia,High school diploma or a high school equivalency certificate,3
71,Male,Nova Scotia,Less than high school diploma or its equivalent,2
71,Male,Nova Scotia,"University certificate, diploma or degree above the bachelor level",1
71,Male,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",10
71,Male,Ontario,"College, CEGEP or other non-university certificate or diploma",6
71,Male,Ontario,High school diploma or a high school equivalency certificate,13
71,Male,Ontario,Less than high school diploma or its equivalent,12
71,Male,Ontario,University certificate or diploma below the bachelor level,1
71,Male,Ontario,"University certificate, diploma or degree above the bachelor level",4
71,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,2
71,Male,Prince Edward Island,Less than high school diploma or its equivalent,3
71,Male,Prince Edward Island,University certificate or diploma below the bachelor level,1
71,Male,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",7
71,Male,Quebec,"College, CEGEP or other non-university certificate or diploma",3
71,Male,Quebec,High school diploma or a high school equivalency certificate,6
71,Male,Quebec,Less than high school diploma or its equivalent,8
71,Male,Quebec,University certificate or diploma below the bachelor level,1
71,Male,Quebec,"University certificate, diploma or degree above the bachelor level",3
71,Male,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
71,Male,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",1
